,Unnamed: 0,user_id,postingFrequency,postingInterval,generalMoreFreq,generalWordCount,healthPostingFrequency,healthPostingInterval,healthMoreFreq,healthWordCount,mentionMethods,raw_label
344,7241,1288,218,7.5806451610000005,0,93.72413793,4,324.3333333,0,258.1666667,0,a
345,7249,1318,48,29.46808511,1,14.65517241,4,252.66666669999998,0,372.0,0,d
346,7261,137,59,8.810344828,1,1.0,4,89.0,0,426.8,1,c
347,7267,1419,14,15.76923077,1,6.549019607999999,0,0.0,0,0.0,1,d
348,7281,1489,27,40.0,1,62.54545455,0,0.0,0,0.0,0,c
349,7283,1500,17,76.0625,1,35.72222222,0,0.0,0,0.0,1,a
350,7289,152,34,16.42424242,0,15.58333333,0,0.0,0,0.0,0,a
351,7290,1526,74,21.35616438,0,7.4193548389999995,0,0.0,0,0.0,0,b
352,7309,16,21,29.25,1,2.904761905,1,0.0,0,0.0,0,d
353,7312,1610,40,8.846153846,0,4.052631579,3,118.5,0,375.7333333,0,c
354,7330,1690,32,19.87096774,1,34.46153846,0,0.0,0,0.0,0,a
355,7371,1854,53,13.48076923,0,11.2173913,0,0.0,0,0.0,0,c
356,7440,370,76,7.426666667,1,49.5,7,86.83333333,1,786.1111111,1,c
357,7479,56,116,7.426086957000001,0,11.48148148,1,0.0,0,0.0,0,c
358,7520,706,55,7.796296296,1,16.90909091,1,0.0,0,121.0,0,a
359,7576,967,67,12.54545455,0,5.869565217000001,19,46.55555556,0,468.2,0,d
360,7582,981,66,18.27692308,1,105.41666670000001,3,383.5,0,452.0,1,c
361,7601,46078,223,4.540540541,0,24.27272727,10,53.0,0,138.2,1,d
362,7602,46078,223,4.540540541,0,24.27272727,10,53.0,0,138.2,1,d
363,7612,46119,87,16.11627907,0,47.71428571,4,172.66666669999998,0,367.7272727,0,b
364,7646,46272,14,56.61538462,1,1.8,3,125.5,0,584.4285714,0,d
365,7655,46315,15,19.57142857,1,1.0,3,111.5,0,107.5,0,d
366,7696,46472,196,5.261538462,1,279.0666667,5,211.0,0,81.5,0,a
367,7700,46485,20,30.26315789,0,175.5,1,0.0,0,0.0,0,c
368,7747,46710,207,7.898058252,1,2.5625,0,0.0,0,0.0,0,c
369,7786,46922,13,5.916666667,1,163.7894737,0,0.0,0,0.0,0,d
370,7797,46967,211,10.15238095,0,44.5625,5,138.25,0,577.0,0,a
371,7806,47016,342,2.739002933,0,1.0,6,151.8,1,443.0,0,d
372,7843,47176,20,34.0,0,1.0,3,79.5,0,282.0,1,c
373,7847,47190,46,14.24444444,1,11.91176471,5,85.25,0,464.66666669999995,0,d
374,7868,47267,97,9.072916667000001,1,44.2,0,0.0,0,0.0,0,d
375,7899,47415,41,12.775,1,94.53846154,0,0.0,0,0.0,1,c
376,7900,47415,41,12.775,1,94.53846154,0,0.0,0,0.0,1,c
377,7949,47707,133,4.121212121,0,60.47530864,15,13.85714286,0,269.3333333,1,d
378,7956,47723,18,13.82352941,1,1.0,0,0.0,0,0.0,0,c
379,7969,47817,12,33.81818182,0,5.416666667,4,171.33333330000002,0,255.66666669999998,1,a
380,8098,14406,18,0.470588235,0,4.1111111110000005,0,0.0,0,0.0,0,a
381,8117,14492,11,5.7,0,56.3,5,11.0,0,335.6206897,0,d
382,8125,14542,12,38.90909091,1,24.26666667,1,0.0,0,0.0,0,c
383,8129,14574,22,7.428571429,0,1.0,4,19.66666667,0,248.8,1,d
384,8144,14623,14,23.76923077,1,1.539325843,4,37.33333333,0,24.0,0,c
385,8146,14635,18,40.05882353,1,23.66666667,1,0.0,0,0.0,0,c
386,8147,14637,52,19.0,0,18.28991597,0,0.0,0,0.0,0,a
387,8224,15000,24,13.52173913,1,1.0,6,84.2,1,184.0,0,d
388,8235,15033,18,75.64705882,0,10.16,0,0.0,0,0.0,0,a
389,8259,15127,23,27.90909091,1,8.444444444,1,0.0,0,0.0,1,c
390,8264,15152,14,63.23076923,0,4.4,1,0.0,0,0.0,0,c
391,8265,15163,28,33.11111111,1,1.0,7,107.0,1,172.4,1,d
392,8266,15163,28,33.11111111,1,1.0,7,107.0,1,172.4,1,d
393,8273,15195,24,56.34782609,1,28.61904762,3,833.0,0,1209.75,1,c
394,8311,15355,27,51.88461538,1,80.8,0,0.0,0,0.0,0,a
395,8325,15416,44,6.441860465,0,1.0,1,0.0,0,0.0,0,d
396,8356,15566,31,31.36666667,0,1.981132075,1,0.0,0,0.0,0,d
397,8364,15611,13,58.66666667,1,1.0,5,92.5,0,103.5,1,d
398,8387,15696,12,32.09090909,1,49.18918919,0,0.0,0,0.0,0,b
399,8402,15769,256,6.494117647,0,161.2631579,5,50.75,0,477.85714289999993,0,a
400,8429,15870,13,17.66666667,1,114.87640449999999,1,0.0,0,0.0,1,c
401,8444,15914,27,42.46153846,1,1.5789473680000001,3,163.0,0,96.66666667,1,d
402,8460,15979,144,2.1818181819999998,0,70.6,1,0.0,0,0.0,1,d
403,8462,15984,11,32.7,0,13.84507042,0,0.0,0,0.0,1,a
404,8478,38058,97,2.28125,0,50.91666667,3,0.0,0,259.5,0,a
405,8504,38184,41,9.825,1,26.83333333,10,38.11111111,0,271.5,1,d
406,8505,38184,41,9.825,1,26.83333333,10,38.11111111,0,271.5,1,d
407,8553,38379,31,69.96666667,1,22.86725664,3,928.0,0,462.4,1,a
408,8576,38518,24,14.34782609,0,50.4,17,24.9375,0,419.66666669999995,0,a
409,8580,38526,14,37.76923077,1,39.23076923,5,119.75,0,268.9166667,1,d
410,8584,38533,65,17.0625,0,71.38235294,0,0.0,0,0.0,0,d
411,8604,38629,13,126.25,1,33.10810811,7,144.66666669999998,1,252.0,1,d
412,8605,38629,13,126.25,1,33.10810811,7,144.66666669999998,1,252.0,1,d
413,8727,39188,94,14.50537634,1,9.416666667000001,1,0.0,0,0.0,0,d
414,8762,39330,55,10.27777778,0,16.13793103,15,11.64285714,1,579.0,1,c
415,8763,39330,55,10.27777778,0,16.13793103,15,11.64285714,1,579.0,1,c
416,8772,39369,25,22.75,1,76.04,4,220.66666669999998,0,70.5,0,c
417,8797,39474,12,40.90909091,1,47.6,1,0.0,0,0.0,0,d
418,8802,39495,19,23.94444444,0,20.0625,1,0.0,0,0.0,0,d
419,8811,39562,30,20.37931034,0,9.4,4,199.33333330000002,0,333.6666667,1,d
420,8812,39562,30,20.37931034,0,9.4,4,199.33333330000002,0,333.6666667,1,d
421,8813,39562,30,20.37931034,0,9.4,4,199.33333330000002,0,333.6666667,1,d
422,8814,39562,30,20.37931034,0,9.4,4,199.33333330000002,0,333.6666667,1,d
423,8831,39636,21,4.55,1,13.0,8,11.42857143,1,105.375,0,c
424,8845,39703,273,4.242647058999999,0,1.0,14,58.53846154,0,586.4,0,b
425,8867,39819,24,14.60869565,1,1.0,0,0.0,0,0.0,0,d
426,8906,39980,71,0.957142857,1,8.069306931,11,58.9,0,111.33333329999999,0,b
427,8914,48007,34,38.78787879,1,14.15789474,3,486.5,0,156.5,1,d
428,8928,48083,22,43.80952381,0,11.76923077,3,4.5,0,191.4,1,c
429,8973,48276,47,29.93478261,0,1.0,1,0.0,0,0.0,0,d
430,8976,48291,26,7.24,1,1.0,4,34.33333333,0,498.0,0,d
431,8977,48293,15,25.35714286,0,16.8,0,0.0,0,0.0,1,c
432,9013,48431,139,7.376811593999999,0,3.166666667,16,57.6,0,147.33333330000002,1,d
433,9017,48461,151,8.246666667000001,1,4.333333333,11,94.7,1,441.0,1,c
434,9032,48548,33,8.40625,0,26.3,0,0.0,0,0.0,1,b
435,9037,48566,40,12.15384615,0,17.20833333,6,29.4,1,73.66666667,1,a
436,9051,48651,67,18.66666667,0,26.95833333,0,0.0,0,0.0,0,a
437,9054,48663,40,20.33333333,0,44.46666667,3,92.0,0,369.0,0,c
438,9066,48723,24,44.47826087,0,1.0,0,0.0,0,0.0,0,a
439,9109,48892,33,29.84375,0,124.3076923,1,0.0,0,0.0,1,c
440,9143,49045,28,19.81481481,0,8.285714286000001,0,0.0,0,0.0,0,d
441,9168,49202,49,4.8125,0,12.07692308,0,0.0,0,0.0,1,a
442,9172,49219,42,29.48780488,1,7.802631579,3,32.5,0,116.0,1,d
443,9173,49219,42,29.48780488,1,7.802631579,3,32.5,0,116.0,1,d
444,9198,49333,15,31.71428571,0,4.4,1,0.0,0,0.0,0,d
445,9272,49639,22,68.19047619,1,18.36363636,4,382.3333333,0,232.5,0,a
446,9282,49677,14,77.76923077,1,48.25,0,0.0,0,0.0,0,c
447,9291,49714,133,9.492424242,0,40.16129032,6,197.4,1,283.25,1,b
448,9301,49779,13,19.75,1,7.1,0,0.0,0,0.0,0,c
449,9332,49903,39,6.342105263,1,90.44303797,3,9.0,0,344.2857143,0,c
450,9356,49975,33,44.71875,1,7.090909091,1,0.0,0,0.0,1,d
451,9400,10146,39,10.60526316,1,9.933333333,0,0.0,0,0.0,1,d
452,9403,10171,54,19.66037736,0,1.0,3,376.5,0,486.92307689999996,0,c
453,9421,10276,154,7.718954247999999,0,5.615384615,7,66.33333333,1,47.5,0,d
454,9422,10283,35,33.44117647,1,42.09090909,3,152.0,0,175.0,1,d
455,9423,10287,37,37.05555556,0,57.82142857,4,430.66666669999995,0,498.0,0,a
456,9438,10360,53,22.90384615,0,56.57142857,5,139.75,0,247.23076919999997,1,c
457,9446,10400,112,9.423423423,1,22.92307692,5,165.75,0,89.4,1,d
458,9504,10701,27,40.73076923,1,36.4,1,0.0,0,0.0,0,c
459,9517,10753,30,13.34482759,1,26.73088235,4,34.66666667,0,295.8,0,c
460,9523,10799,79,14.43589744,0,19.10638298,20,33.10526316,1,325.0,0,a
461,9534,10835,32,25.96774194,0,64.0,6,65.8,1,27.5,1,d
462,9535,10835,32,25.96774194,0,64.0,6,65.8,1,27.5,1,d
463,9540,10869,296,6.301694915,0,143.41666669999998,3,699.5,0,196.33333330000002,1,c
464,9541,10869,296,6.301694915,0,143.41666669999998,3,699.5,0,196.33333330000002,1,c
465,9542,10869,296,6.301694915,0,143.41666669999998,3,699.5,0,196.33333330000002,1,c
466,9547,10914,21,53.15,0,4.7647058819999994,1,0.0,0,0.0,0,c
467,9567,10977,139,7.369565217000001,0,44.9,3,172.0,0,491.4,1,d
468,9673,11349,28,16.11111111,1,5.909090909,6,17.4,1,134.0,0,b
469,9695,11455,42,17.09756098,0,23.85106383,1,0.0,0,0.0,0,b
470,9697,11464,16,84.06666667,0,146.5294118,4,30.0,0,129.5,1,a
471,9715,11534,25,53.20833333,1,25.5,7,159.33333330000002,1,661.5,1,d
472,9716,11534,25,53.20833333,1,25.5,7,159.33333330000002,1,661.5,1,d
473,9787,11885,40,9.615384615,1,127.11038959999999,3,100.0,0,148.625,1,d
474,9794,11907,11,46.6,0,16.0,7,26.83333333,1,284.5,1,d
475,9811,11978,30,14.55172414,1,86.09375,8,50.85714286,0,180.5,0,d
476,9822,44029,15,30.07142857,1,41.07692308,3,61.5,0,174.33333330000002,0,d
477,9871,44264,58,20.42105263,0,32.76923077,5,123.75,0,282.0909091,0,a
478,9872,44265,30,13.55172414,1,59.36363636,4,73.0,0,438.2,0,b
479,9901,44360,213,4.839622642,0,1.0,9,63.5,1,196.0,1,d
480,9942,44582,21,44.25,1,37.47058824,1,0.0,0,0.0,1,d
481,9969,44705,43,16.78571429,1,2.272727273,0,0.0,0,0.0,0,d
482,9979,44747,12,46.18181818,0,7.87804878,0,0.0,0,0.0,1,d
483,9990,44773,27,16.23076923,1,1.0,1,0.0,0,0.0,0,c
484,9991,44776,36,6.0571428570000005,1,43.03448276,4,136.0,0,102.66666670000001,0,d
485,10034,45051,12,41.0,0,1.0,0,0.0,0,0.0,0,d
486,10039,45072,25,37.83333333,1,1.0,12,91.09090909,1,45.5,1,d
487,10040,45072,25,37.83333333,1,1.0,12,91.09090909,1,45.5,1,d
488,10044,45096,38,37.91891892,1,26.0,4,47.0,0,1328.333333,1,d
489,10084,45222,11,77.0,1,1.0,3,258.5,0,308.0,1,c
490,10096,45266,27,18.80769231,1,7.490196077999999,5,150.5,0,184.27777780000002,0,c
491,10115,45351,62,15.50819672,1,25.8,6,177.0,1,282.57142860000005,1,d
492,10118,45356,86,11.28235294,1,1.0,0,0.0,0,0.0,0,a
493,10128,45401,44,18.02325581,1,83.7,5,120.25,0,379.25,0,d
494,10133,45433,104,11.66990291,0,1.0,3,39.0,0,337.8333333,0,a
495,10140,45455,17,44.5,1,58.5,7,109.83333329999999,1,73.5,1,c
496,10150,45477,15,71.0,1,1.0,0,0.0,0,0.0,1,c
497,10156,45509,95,12.5212766,1,24.09090909,1,0.0,0,0.0,0,c
498,10242,45966,117,8.215517241,0,113.62962959999999,3,410.0,0,782.8571429,0,a
499,10265,2071,11,93.9,0,16.14285714,0,0.0,0,0.0,1,a
500,10271,2103,51,21.68,0,6.847457627000001,3,119.0,0,409.3333333,0,a
501,10289,2205,48,29.34042553,1,50.45454545,11,203.2,0,260.0,1,c
502,10329,2370,19,60.44444444,0,13.33333333,3,66.0,0,168.25,0,d
503,10347,2435,243,7.095041322,1,1.0,4,412.6666667,0,170.5,0,a
504,10385,2655,16,46.26666667,1,32.16521739,3,21.0,0,143.0,0,d
505,10388,2667,43,6.880952381,1,10.82574257,1,0.0,0,0.0,0,c
506,10417,2835,281,3.060714286,0,23.82352941,23,38.18181818,0,182.0,1,d
507,10418,2835,281,3.060714286,0,23.82352941,23,38.18181818,0,182.0,1,d
508,10421,2853,30,36.37931034,1,29.46153846,1,0.0,0,0.0,0,d
509,10455,3032,26,13.56,1,20.2173913,4,88.33333333,0,177.36363640000002,0,d
510,10493,3236,124,5.463414633999999,0,1.3,3,141.5,0,63.0,0,d
511,10517,3344,66,18.06153846,0,8.166666667000001,0,0.0,0,0.0,0,a
512,10534,3402,13,18.25,1,115.1507937,0,0.0,0,0.0,1,d
513,10604,3700,11,105.9,1,18.05263158,0,0.0,0,0.0,0,d
514,10614,3730,26,29.48,0,2.285714286,7,99.0,0,287.6666667,0,d
515,10653,3973,177,4.255681818,0,67.27906977,5,119.25,0,289.0,0,d
516,10697,6198,121,10.75833333,0,56.62962963,3,107.5,0,114.75,0,a
517,10706,6234,11,45.5,1,6.181818182000001,1,0.0,0,0.0,0,c
518,10722,6317,11,12.7,1,24.25454545,1,0.0,0,0.0,1,d
519,10734,6370,218,7.543778802,1,10.51612903,16,100.0,1,1268.909091,1,c
520,10737,6375,30,47.34482759,1,15.42857143,1,0.0,0,425.0,1,a
521,10769,6537,16,17.4,0,139.2727273,5,65.75,0,267.4285714,1,d
522,10770,6537,16,17.4,0,139.2727273,5,65.75,0,267.4285714,1,d
523,10840,6826,16,22.8,1,1.0,0,0.0,0,0.0,1,d
524,10858,6949,98,12.55670103,0,96.87301587,1,0.0,0,72.0,0,a
525,10873,6987,37,6.694444444,0,6.0,5,22.0,0,166.66666669999998,0,a
526,10876,7007,140,8.381294964,0,1.0,3,100.5,0,237.0,1,d
527,10877,7007,140,8.381294964,0,1.0,3,100.5,0,237.0,1,d
528,10928,7241,15,44.92857143,1,1.0,3,21.5,0,726.25,0,d
529,10939,7312,14,67.69230769,1,17.86666667,0,0.0,0,0.0,1,b
530,10946,7371,15,21.35714286,1,50.13103448,1,0.0,0,0.0,0,d
531,10969,7489,39,11.94736842,1,3.5,3,198.0,0,360.0,0,d
532,11003,7658,44,31.60465116,1,1.2,3,43.0,0,1453.0,0,a
533,11004,7662,55,17.40740741,1,30.53333333,10,72.66666667,1,394.6666667,0,a
534,11035,7801,30,24.93103448,1,1.882352941,1,0.0,0,0.0,0,b
535,11046,7864,29,26.5,1,8.655172413999999,0,0.0,0,0.0,0,d
536,11060,7904,17,48.375,1,111.8125,7,58.0,1,225.0,0,d
537,11095,40034,16,16.06666667,1,1.0,13,12.91666667,1,160.0,0,c
538,11121,40130,26,41.36,1,131.5454545,4,189.66666669999998,0,344.4,1,a
539,11137,40225,42,29.17073171,0,70.90322581,5,67.75,0,766.0,1,d
540,11138,40225,42,29.17073171,0,70.90322581,5,67.75,0,766.0,1,d
541,11139,40225,42,29.17073171,0,70.90322581,5,67.75,0,766.0,1,d
542,11187,40424,41,31.1,1,1.0,0,0.0,0,0.0,0,b
543,11192,40448,32,18.0,1,2.928571429,3,80.5,0,240.6,0,d
544,11210,40522,32,27.06451613,1,1.0,0,0.0,0,0.0,0,d
545,11252,40703,12,19.18181818,1,47.21428571,7,35.66666667,0,852.75,1,d
546,11262,40756,12,82.54545455,1,89.15,4,320.0,0,511.0,1,d
547,11277,40823,35,17.5,1,78.2,7,112.16666670000001,1,260.2,0,c
548,11306,40919,24,62.17391304,1,3.526315789,1,0.0,0,0.0,0,c
549,11323,40976,59,32.43103448,0,11.1625,1,0.0,0,0.0,0,a
550,11342,41059,152,10.01324503,1,131.2,1,0.0,0,0.0,0,d
551,11370,41192,93,14.20652174,0,1.4166666669999999,0,0.0,0,0.0,1,a
552,11448,41528,30,26.62068966,0,5.452380952,0,0.0,0,0.0,1,d
553,11497,41711,114,10.56637168,1,3.157894737,1,0.0,0,0.0,0,a
554,11587,-20235,37,33.38888889,0,111.8205128,0,0.0,0,0.0,0,e
555,11596,-20312,16,50.6,1,44.61290323,0,0.0,0,0.0,0,e
556,11599,-20317,14,7.923076922999999,0,27.42424242,0,0.0,0,0.0,0,e
557,11720,-21126,15,62.21428571,1,184.83333330000002,0,0.0,0,0.0,0,e
558,11729,-21161,146,8.882758621,0,82.22580645,0,0.0,0,0.0,0,e
559,11755,-21266,15,10.0,1,114.3571429,0,0.0,0,0.0,0,e
560,11783,-21442,91,7.8888888889999995,0,58.47605634,0,0.0,0,0.0,0,e
561,11837,-21780,22,26.61904762,1,140.55102040000003,0,0.0,0,0.0,0,e
562,11868,-21916,20,57.84210526,1,74.61111111,0,0.0,0,0.0,0,e
563,11882,-21966,16,39.73333333,1,23.63546798,0,0.0,0,0.0,0,e
564,11897,-24037,11,19.6,1,28.49659864,0,0.0,0,0.0,0,e
565,11907,-24094,13,9.25,0,24.97727273,0,0.0,0,0.0,0,e
566,11920,-24177,43,37.73809524,0,147.64705880000002,0,0.0,0,0.0,0,e
567,11923,-24256,14,72.46153846,0,108.9146341,0,0.0,0,0.0,0,e
568,11984,-24561,22,10.85714286,1,207.66666669999998,0,0.0,0,0.0,0,e
569,11995,-24622,53,6.980769231,0,79.83333333,0,0.0,0,0.0,0,e
570,12046,-24909,12,141.5454545,0,69.03030303,0,0.0,0,0.0,0,e
571,12091,-25118,276,4.018181818,0,97.5,6,37.8,1,828.5555555999999,0,e
572,12098,-25153,22,6.666666667,1,46.032608700000004,0,0.0,0,0.0,0,e
573,12105,-25189,11,25.8,0,25.90697674,1,0.0,0,116.0,0,e
574,12134,-25350,23,50.68181818,1,12.44444444,0,0.0,0,0.0,0,e
575,12146,-25395,11,129.8,1,3.0681818180000002,0,0.0,0,0.0,0,e
576,12159,-25462,33,39.125,1,120.4761905,0,0.0,0,0.0,0,e
577,12162,-25496,17,86.4375,1,153.3571429,3,12.5,0,236.33333330000002,0,e
578,12200,-25695,11,53.1,1,35.6,0,0.0,0,0.0,0,e
579,12240,-25882,11,123.1,1,72.24390244,0,0.0,0,0.0,0,e
580,12269,-16070,158,2.853503185,0,87.41666667,0,0.0,0,0.0,0,e
581,12321,-16354,35,17.79411765,0,128.2988095,0,0.0,0,0.0,0,e
582,12357,-16562,18,22.82352941,1,1.2053824359999998,0,0.0,0,0.0,0,e
583,12397,-16787,22,53.42857143,1,221.509434,0,0.0,0,0.0,0,e
584,12422,-16934,11,22.7,1,37.0,0,0.0,0,0.0,0,e
585,12434,-17019,24,4.2173913039999995,0,23.75,1,0.0,0,0.0,0,e
586,12439,-17042,21,32.85,1,57.03787879,1,0.0,0,0.0,0,e
587,12472,-17222,42,8.902439024,0,75.95652174,0,0.0,0,0.0,0,e
588,12475,-17231,30,37.41379310000001,0,9.272727273,0,0.0,0,0.0,0,e
589,12498,-17392,14,25.53846154,1,14.02105263,0,0.0,0,0.0,0,e
590,12564,-17683,196,7.687179487000001,1,22.34645669,1,0.0,0,0.0,0,e
591,12573,-17730,77,12.46052632,0,50.35555556,0,0.0,0,0.0,0,e
592,12627,-32018,97,13.4375,1,21.72727273,0,0.0,0,0.0,0,e
593,12632,-32041,14,3.076923077,1,36.30232558,0,0.0,0,0.0,0,e
594,12674,-32278,16,5.933333332999999,1,50.64179104,0,0.0,0,0.0,0,e
595,12713,-32500,13,7.583333333,1,54.86363636,0,0.0,0,0.0,0,e
596,12732,-32661,13,27.75,1,95.91666667,0,0.0,0,0.0,0,e
597,12737,-32675,11,18.3,1,189.4,0,0.0,0,0.0,0,e
598,12739,-32702,29,49.92857143,0,100.5,0,0.0,0,0.0,0,e
599,12748,-32753,34,34.66666667,1,34.79872204,0,0.0,0,0.0,0,e
600,12763,-32813,22,10.47619048,1,52.64,0,0.0,0,0.0,0,e
601,12804,-32997,11,0.4,1,40.15879265,0,0.0,0,0.0,0,e
602,12809,-33025,18,64.23529412,1,27.51807229,0,0.0,0,0.0,0,e
603,12860,-33260,51,6.2,0,7.876404494,1,0.0,0,0.0,0,e
604,12895,-33482,12,38.09090909,0,68.65048544,0,0.0,0,0.0,0,e
605,12900,-33512,14,24.07692308,0,69.46774194,0,0.0,0,0.0,0,e
606,12960,-33866,113,11.5,0,60.96774194,3,770.5,0,339.3703704,0,e
607,12986,-60038,18,30.82352941,1,60.14285714,0,0.0,0,0.0,0,e
608,12987,-60040,16,29.06666667,1,181.3,0,0.0,0,0.0,0,e
609,13001,-60122,11,54.1,0,104.03149609999998,0,0.0,0,0.0,0,e
610,13034,-60344,171,2.570588235,0,60.83157895,0,0.0,0,0.0,0,e
611,13042,-60371,14,58.76923077,1,31.06643357,0,0.0,0,0.0,0,e
612,13096,-54245,40,46.79487179,0,11.65116279,0,0.0,0,0.0,0,e
613,13123,-54409,16,7.666666667,1,10.82758621,0,0.0,0,0.0,0,e
614,13132,-54458,13,17.33333333,1,106.2191781,0,0.0,0,0.0,0,e
615,13190,-54840,19,17.83333333,0,55.88588589,0,0.0,0,0.0,0,e
616,13266,-55231,17,28.5625,1,201.4615385,0,0.0,0,0.0,0,e
617,13300,-55387,11,102.9,1,58.12280702,0,0.0,0,0.0,0,e
618,13379,-55889,12,106.2727273,1,41.45454545,0,0.0,0,0.0,0,e
619,13395,-28009,27,3.807692308,0,163.17142859999998,3,63.0,0,186.75,0,e
620,13404,-28067,58,1.561403509,1,19.07142857,1,0.0,0,0.0,0,e
621,13417,-28117,13,78.16666667,1,78.71428571,1,0.0,0,0.0,0,e
622,13434,-28185,82,10.24691358,0,55.46745562,0,0.0,0,0.0,0,e
623,13440,-28228,27,34.92307692,1,35.46478873,0,0.0,0,0.0,0,e
624,13457,-28326,70,8.652173913,0,10.85135135,0,0.0,0,0.0,0,e
625,13470,-28419,15,90.71428571,1,39.5106383,0,0.0,0,0.0,0,e
626,13472,-28429,12,29.72727273,0,27.67567568,0,0.0,0,0.0,0,e
627,13486,-28491,136,13.303703699999998,1,17.17241379,0,0.0,0,0.0,0,e
628,13520,-28681,27,59.07692308,1,127.6326531,3,221.5,0,231.33333330000002,0,e
629,13543,-28840,20,16.47368421,1,25.5,0,0.0,0,0.0,0,e
630,13548,-28853,4153,0.096339114,0,47.54838710000001,0,0.0,0,0.0,0,e
631,13565,-28952,76,1.3733333330000002,0,17.68707483,0,0.0,0,0.0,0,e
632,13578,-29033,61,2.566666667,1,63.33333333,0,0.0,0,0.0,0,e
633,13597,-29175,19,51.0,1,23.86956522,0,0.0,0,0.0,0,e
634,13599,-29191,36,35.94285714,1,98.57142857,0,0.0,0,0.0,0,e
635,13610,-29252,39,22.42105263,1,24.51399491,0,0.0,0,0.0,0,e
636,13638,-29432,12,80.18181818,1,49.46428571,0,0.0,0,0.0,0,e
637,13663,-29593,37,42.33333333,0,121.7454545,0,0.0,0,0.0,0,e
638,13697,-29759,36,21.45714286,0,40.0,1,0.0,0,0.0,0,e
639,13735,-29978,67,15.45454545,0,1.0,0,0.0,0,0.0,0,e
640,13741,-22022,17,3.125,0,201.76,0,0.0,0,0.0,0,e
641,13750,-22073,33,24.21875,1,11.81962865,0,0.0,0,0.0,0,e
642,13760,-22123,123,8.483606557,0,83.53846154,0,0.0,0,0.0,0,e
643,13778,-22229,16,46.33333333,1,9.795275591000001,0,0.0,0,0.0,0,e
644,13785,-22251,13,22.75,0,63.57142857,0,0.0,0,0.0,0,e
645,13793,-22278,40,44.61538462,0,18.65625,0,0.0,0,0.0,0,e
646,13815,-22427,61,1.9,0,46.81818182,0,0.0,0,0.0,0,e
647,13817,-22436,17,3.1875,1,23.98942598,0,0.0,0,0.0,0,e
648,13819,-22453,39,42.89473684,1,138.5714286,0,0.0,0,0.0,0,e
649,13853,-22662,14,2.615384615,1,9.243902439,0,0.0,0,0.0,0,e
650,13855,-22672,19,0.611111111,0,185.0,0,0.0,0,0.0,0,e
651,13871,-22789,48,31.85106383,1,39.15681234,0,0.0,0,0.0,0,e
652,13901,-22968,20,35.47368421,0,268.7857143,0,0.0,0,0.0,0,e
653,13926,-23138,11,49.2,1,37.66666667,0,0.0,0,0.0,0,e
654,13937,-23224,27,41.30769231,0,509.4545455,1,0.0,0,389.0,0,e
655,13951,-23298,35,40.26470588,0,30.83522727,0,0.0,0,0.0,0,e
656,13957,-23334,35,15.38235294,0,94.73333333,3,282.0,0,171.2,0,e
657,13972,-23427,167,1.6566265059999998,1,31.73333333,0,0.0,0,0.0,0,e
658,14028,-23745,11,0.4,1,61.64130435,0,0.0,0,0.0,0,e
659,14054,-23871,32,5.193548387,1,29.55555556,0,0.0,0,0.0,0,e
660,14056,-23877,12,36.81818182,1,5.52,0,0.0,0,0.0,0,e
661,14065,-23933,23,13.45454545,1,26.47692308,0,0.0,0,0.0,0,e
662,14080,-18026,13,29.16666667,1,132.0,0,0.0,0,0.0,0,e
663,14122,-18255,38,17.86486486,1,35.9,0,0.0,0,0.0,0,e
664,14143,-18345,20,52.84210526,1,63.59677419,0,0.0,0,0.0,0,e
665,14151,-18377,30,39.82758621,0,15.68965517,0,0.0,0,0.0,0,e
666,14163,-18434,27,41.53846154,1,68.23333333,0,0.0,0,0.0,0,e
667,14192,-18605,13,14.5,0,111.7114428,0,0.0,0,0.0,0,e
668,14226,-18850,11,3.9,1,11.93333333,0,0.0,0,0.0,0,e
669,14255,-19040,16,64.53333333,0,325.2307692,0,0.0,0,0.0,0,e
670,14273,-19166,14,61.0,0,30.77272727,0,0.0,0,0.0,0,e
671,14279,-19189,198,2.416243655,1,21.60294118,8,67.71428571,0,173.5,0,e
672,14292,-19279,57,18.0,0,17.57960644,0,0.0,0,0.0,0,e
673,14328,-19465,14,10.07692308,0,105.1388889,0,0.0,0,0.0,0,e
674,14349,-19592,33,54.25,1,8.083333332999999,0,0.0,0,0.0,0,e
675,14352,-19612,53,0.807692308,1,105.4090909,0,0.0,0,0.0,0,e
676,14359,-19643,1177,2.132653061,0,25.42222222,3,72.0,0,224.75,0,e
677,14365,-19690,33,28.25,1,67.54545455,0,0.0,0,0.0,0,e
678,14404,-19880,160,3.685534591,0,81.0875,0,0.0,0,0.0,0,e
679,14405,-19882,67,15.696969699999999,1,101.88235290000001,0,0.0,0,0.0,0,e
680,14453,-58185,26,23.28,1,15.32653061,0,0.0,0,0.0,0,e
681,14521,-58553,47,12.02173913,0,8.6,0,0.0,0,0.0,0,e
682,14530,-58616,52,16.29411765,0,29.87804878,0,0.0,0,0.0,0,e
683,14532,-58619,39,26.18421053,0,1.75,0,0.0,0,0.0,0,e
684,14543,-58675,41,31.525,1,25.95555556,0,0.0,0,0.0,0,e
685,14550,-58709,14,34.84615385,0,19.92857143,0,0.0,0,0.0,0,e
686,14563,-58791,19,80.83333333,1,76.06666667,0,0.0,0,0.0,0,e
